Send,SORT,Sender,Recipient,time,SenderLocation,LATITUDE,LONGITUDE,RecLocation,RecLat,RecLong,URL,
Whitman,132,Whitman; Walt,Sawyer; Thomas P.,1863-05-27,"Washington, DC",38.89618,-77.0365,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/nyp.00182.html,
Not,133,Barker; John J.,Whitman; Walt,1863-06-05,"Stanford, KY",37.53459142,-84.66087886,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00124.html,
Whitman,134,Whitman; Walt,Whitman; Louisa Van Velsor,1863-06-09,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00773.html,
Not,135,Whitman; Thomas Jefferson,Whitman; Walt,1863-06-13,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00415.html,
Not,136,Barker; John J.,Whitman; Walt,1863-06-19,"Somerset, KY",37.0811133,-84.60871778,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00125.html,
Whitman,137,Whitman; Walt,Whitman; Louisa Van Velsor,1863-06-22,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00774.html,
Whitman,138,Whitman; Walt,Whitman; Louisa Van Velsor,1863-06-30,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/nyp.00183.html,
Not,139,Wallace; Will W.,Whitman; Walt,1863-07-01,"Nashville, TN",36.16266,-86.7816,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00140.html,
Not,140,Whitman; Louisa Van Velsor,Whitman; Walt,1863-07-01,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,,
Not,141,Whitman; Thomas Jefferson,Whitman; Walt,1863-07-07,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00416.html,
Whitman,142,Whitman; Walt,Whitman; Louisa Van Velsor,1863-07-07,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00775.html,
Not,143,Whitman; Thomas Jefferson,Whitman; Walt,1863-07-08,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00417.html,
Whitman,144,Whitman; Walt,Whitman; Louisa Van Velsor,1863-07-10,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00776.html,
Not,145,Brown; Lewis K.,Whitman; Walt,1863-07-10,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00126.html,
Whitman,146,Whitman; Walt,Whitman; Louisa Van Velsor,1863-07-15,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00777.html,
Not,147,Whitman; Thomas Jefferson,Whitman; Walt,1863-07-19,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00418.html,
Not,148,Small; Alvah H.,Whitman; Walt,1863-07-24,"Williamsport, PA",41.24119,-77.0011,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00141.html,
Whitman,149,Whitman; Walt,Haskell; Samuel B.,1863-07-27,"Washington, DC",38.89618,-77.0365,"Windsor, VT",43.48,-72.3866,https://whitmanarchive.org/biography/correspondence/tei/nyh.00001.html,
Not,150,Brown; Lewis K.,Whitman; Walt,1863-07-27,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00127.html,
Whitman,151,Whitman; Walt,Whitman; Louisa Van Velsor,1863-07-28,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/med.00302.html,
Not,152,Vandemark; William E.,Whitman; Walt,1863-07-31,"Accord, NY; Rochester, NY",43.16103,-77.6109,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00128.html,
Whitman,153,Whitman; Walt,Brown; Lewis K.,1863-08-01,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00886.html,
Whitman,154,Whitman; Walt,Sawyer; Thomas P.,1863-08-01,"Washington, DC",38.89618,-77.0365,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/nyp.00184.html,
Not,155,Whitman; Louisa Van Velsor,Whitman; Walt,1863-08-01,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,,
Not,156,Whitman; Thomas Jefferson,Whitman; Walt,1863-08-04,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00419.html,
Whitman,157,Whitman; Walt,Redpath; James,1863-08-06,"Washington, DC",38.89618,-77.0365,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00778.html,
Whitman,158,Whitman; Walt,Fritsch; Hugo,1863-08-07,"Washington, DC",38.89618,-77.0365,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/loc.00780.html,
Whitman,159,Whitman; Walt,Haskell; Samuel B.,1863-08-10,"Washington, DC",38.89618,-77.0365,"Windsor, VT",43.48,-72.3866,https://whitmanarchive.org/biography/correspondence/tei/nyh.00002.html,
Not,160,Brown; Lewis K.,Whitman; Walt,1863-08-10,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00142.html,
Whitman,161,Whitman; Walt,Whitman; Louisa Van Velsor,1863-08-11,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00781.html,
Whitman,162,Whitman; Walt,Brown; Lewis K.,1863-08-11,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00887.html,
Whitman,163,Whitman; Walt,Bloom; Nathaniel,1863-08-15,"Washington, DC",38.89618,-77.0365,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/loc.00782.html,
Whitman,164,Whitman; Walt,Brown; Lewis K.,1863-08-15,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00888.html,
Not,165,Vandemark; William E.,Whitman; Walt,1863-08-17,"Accord, NY; Rochester, NY",43.16103,-77.6109,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00129.html,
Whitman,166,Whitman; Walt,Whitman; Louisa Van Velsor,1863-08-18,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00783.html,
Not,167,Babbitt; Mary A.; Babbitt; Caleb H.,Whitman; Walt,1863-08-18,"Barre, MA",42.42291,-72.1051,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00143.html,
Not,168,Brown; Lewis K.,Whitman; Walt,1863-08-22,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00130.html,
Whitman,169,Whitman; Walt,Whitman; Louisa Van Velsor,1863-08-25,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00784.html,
Not,170,Scott; C.L.,Whitman; Walt,1863-08-31,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00144.html,
Whitman,171,Whitman; Walt,Whitman; Louisa Van Velsor,1863-09-01,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00785.html,
Whitman,172,Whitman; Walt,Babbitt; Mary A.,1863-09-03,"Washington, DC",38.89618,-77.0365,"Barre, MA",42.42291,-72.1051,https://whitmanarchive.org/biography/correspondence/tei/loc.00786.html,
Not,173,Whitman; Louisa Van Velsor,Whitman; Walt,1863-09-03,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,,
Not,174,Whitman; Thomas Jefferson,Whitman; Walt,1863-09-05,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00421.html,
Not,175,Whitman; Thomas Jefferson,Whitman; Walt,1863-09-05,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00420.html,
Whitman,176,Whitman; Walt,Bloom; Nathaniel,1863-09-05,"Washington, DC",38.89618,-77.0365,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/uro.00001.html,
Not,177,Babbitt; Mary A.,Whitman; Walt,1863-09-06,"Barre, MA",42.42291,-72.1051,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00145.html,
Whitman,178,Whitman; Walt,Gregg; Miss,1863-09-07,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00787.html,
Whitman,179,Whitman; Walt,Whitman; Louisa Van Velsor,1863-09-08,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00788.html,
Whitman,180,Whitman; Walt,Haskell; Samuel B.,1863-09-09,"Washington, DC",38.89618,-77.0365,"Windsor, VT",43.48,-72.3866,https://whitmanarchive.org/biography/correspondence/tei/nyh.00003.html,
Whitman,181,Whitman; Walt,Whitman; Louisa Van Velsor,1863-09-15,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00789.html,
Whitman,182,Whitman; Walt,Smith; Bethuel,1863-09-16,"Washington, DC",38.89618,-77.0365,"Carlisle, PA",40.20101,-77.2003,https://whitmanarchive.org/biography/correspondence/tei/loc.00790.html,
Not,183,Smith; Bethuel,Whitman; Walt,1863-09-17,"Carlisle, PA",40.20101,-77.2003,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00596.html,
Not,184,Smith; Bethuel,Whitman; Walt,1863-09-17,"Carlisle, PA",40.20101,-77.2003,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00597.html,
Whitman,185,Whitman; Walt,Whitman; Louisa Van Velsor,1863-09-18,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/med.00318.html,
Not,186,Babbitt; Caleb H.,Whitman; Walt,1863-09-18,"Barre, MA",42.42291,-72.1051,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00146.html,
Not,187,Russell; Le Baron,Whitman; Walt,1863-09-21,"Boston, MA",42.35876,-71.0638,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00166.html,
Not,188,Whitman; Thomas Jefferson,Whitman; Walt,1863-09-22,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00422.html,
Not,189,Whitman; Thomas Jefferson,Whitman; Walt,1863-09-24,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00423.html,
Not,190,Whitman; Louisa Van Velsor,Whitman; Walt,1863-09-25,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/duk.00430.html,
Not,191,Smith; Bethuel,Whitman; Walt,1863-09-28,"Carlisle, PA",40.20101,-77.2003,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00598.html,
Whitman,192,Whitman; Walt,Whitman; Louisa Van Velsor,1863-09-29,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00791.html,
Whitman,193,Whitman; Walt,Davis; William S.,1863-10-01,"Washington, DC",38.89618,-77.0365,"Worcester, MA",42.26259,-71.8023,https://whitmanarchive.org/biography/correspondence/tei/loc.00792.html,
Not,194,Curtis; Margaret S.,Whitman; Walt,1863-10-01,"Boston, MA",42.35876,-71.0638,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00400.html,
Not,195,Whitman; Louisa Van Velsor,Whitman; Walt,1863-10-01,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,,
Whitman,196,Whitman; Walt,Curtis; Margaret S.,1863-10-04,"Washington, DC",38.89618,-77.0365,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00793.html,
Not,197,Russell; Le Baron,Whitman; Walt,1863-10-04,"Boston, MA",42.35876,-71.0638,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00167.html,
Whitman,198,Whitman; Walt,Whitman; Louisa Van Velsor,1863-10-06,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00794.html,
Not,199,Russell; Le Baron,Whitman; Walt,1863-10-06,"Boston, MA",42.35876,-71.0638,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00168.html,
Not,200,Stevenson; Hannah E.,Whitman; Walt,1863-10-06,"Boston, MA",42.35876,-71.0638,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00404.html,
Not,201,Whitman; Thomas Jefferson,Whitman; Walt,1863-10-07,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00424.html,
Not,202,Whitman; Thomas Jefferson,Whitman; Walt,1863-10-08,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00425.html,
Whitman,203,Whitman; Walt,Fritsch; Hugo,1863-10-08,"Washington, DC",38.89618,-77.0365,"New York, NY",40.68005,-73.9432,https://whitmanarchive.org/biography/correspondence/tei/loc.00795.html,
Whitman,204,Whitman; Walt,Stevenson; Hannah E.,1863-10-08,"Washington, DC",38.89618,-77.0365,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00796.html,
Whitman,205,Whitman; Walt,Redpath; James,1863-10-12,"Washington, DC",38.89618,-77.0365,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00797.html,
Whitman,206,Whitman; Walt,Whitman; Louisa Van Velsor,1863-10-13,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00798.html,
Not,207,Smith; Bethuel,Whitman; Walt,1863-10-13,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00889.html,
Not,208,Stillwell; Julia,Whitman; Walt,1863-10-13,"Philadelphia, PA",39.95205,-75.162,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00147.html,
Not,209,Redpath; James,Whitman; Walt,1863-10-14,"Boston, MA",42.35876,-71.0638,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.01009.html,
Not,210,Redpath; James,Whitman; Walt,1863-10-14,"Boston, MA",42.35876,-71.0638,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/yal.00103.html,
Not,211,Whitman; Thomas Jefferson,Whitman; Walt,1863-10-15,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00426.html,
Not,212,Babbitt; Caleb H.,Whitman; Walt,1863-10-18,"Barre, MA",42.42291,-72.1051,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00148.html,
Whitman,213,Whitman; Walt,Whitman; Louisa Van Velsor,1863-10-20,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00799.html,
Not,214,Stillwell; John; Stillwell; Margaret,Whitman; Walt,1863-10-20,"Philadelphia, PA",39.95205,-75.162,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00149.html,
Whitman,215,Whitman; Walt,Stilwell; Julia Elizabeth,1863-10-21,"Washington, DC",38.89618,-77.0365,"Philadelphia, PA",39.95205,-75.162,https://whitmanarchive.org/biography/correspondence/tei/duk.00379.html,
Whitman,216,Whitman; Walt,Redpath; James,1863-10-21,"Washington, DC",38.89618,-77.0365,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/yal.00093.html,
Not,217,Whitman; Thomas Jefferson,Whitman; Walt,1863-10-22,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00427.html,
Not,218,Stillwell; Margaret,Whitman; Walt,1863-10-25,"Philadelphia, PA",39.95205,-75.162,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00448.html,
Not,219,Childs; S.H.; Babbitt; Caleb H.,Whitman; Walt,1863-10-26,"Boston, MA",42.35876,-71.0638,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/nyp.00150.html,
Not,220,Whitman; Louisa Van Velsor,Whitman; Walt,1863-10-26,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/duk.00428.html,
Whitman,221,Whitman; Walt,Whitman; Louisa Van Velsor,1863-10-27,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00800.html,
Whitman,222,Whitman; Walt,Curtis; Margaret S.,1863-10-28,"Washington, DC",38.89618,-77.0365,"Boston, MA",42.35876,-71.0638,https://whitmanarchive.org/biography/correspondence/tei/loc.00801.html,
Not,223,Redpath; James,Whitman; Walt,1863-10-28,"Boston, MA",42.35876,-71.0638,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/med.00320.html,
Not,224,Whitman; Louisa Van Velsor,Whitman; Walt,1863-11-01,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,,
Not,225,Vandemark; William E.,Whitman; Walt,1863-11-02,"New Rochelle, NY",40.9061,-73.7852,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00131.html,
Not,226,Brown; Lewis K.,Whitman; Walt,1863-11-05,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00132.html,
Not,227,Fox; Elijah Douglass,Whitman; Walt,1863-11-07,"Washington, DC",38.89618,-77.0365,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/tex.00133.html,
Whitman,228,Whitman; Walt,Brown; Lewis K.,1863-11-08,"Brooklyn, NY",40.67815,-73.9445,"Washington, DC",38.89618,-77.0365,https://whitmanarchive.org/biography/correspondence/tei/loc.00802.html,
Not,229,Russell; Le Baron,Whitman; Walt,1863-11-08,"Boston, MA",42.35876,-71.0638,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/tex.00134.html,
Not,230,O'Connor; Ellen M.,Whitman; Walt,1863-11-10,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/loc.00940.html,
Not,231,Fox; Elijah Douglass,Whitman; Walt,1863-11-10,"Washington, DC",38.89618,-77.0365,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/nyp.00151.html,
Not,232,McFarland; William H.,Whitman; Walt,1863-11-11,"McFarland, WI",43.0125,-89.2898,"Brooklyn, NY",40.67815,-73.9445,https://whitmanarchive.org/biography/correspondence/tei/tex.00135.html,
